was_home,team_top_6,opponent_team_top_6,GKP,DEF,MID,FWD,prev_value,diff_value,played_last_game,minutes_form,threat_form,bps_form,selected_form,transfers_balance_form,player_points_contribution_form,team_total_points_form,team_league_points_form,expected_points,opponent_team_league_points_form,team_form_difference,opponent_team_total_points_form,team_total_points_difference
True,False,True,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,5600.0,0.0,0.0,9.0,0.0,0.0,1.5,-1.5,24.0,-15.0
False,False,True,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,11134.5,-715.0,0.0,30.5,1.5,0.0,3.0,-1.5,77.0,-46.5
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,10257.5,-1728.5,0.0,34.5,1.5,0.0,1.5,0.0,43.0,-8.5
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,8752.5,-1941.5,0.0,28.0,0.5,0.0,1.5,-1.0,46.5,-18.5
True,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,7370.0,-1693.0,0.0,32.0,1.0,0.0,0.0,1.0,25.5,6.5
False,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,6388.5,-1100.5,0.0,30.5,0.5,0.0,3.0,-2.5,85.5,-55.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,5873.5,-571.5,0.0,23.0,0.0,0.0,2.0,-2.0,54.0,-31.0
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,5528.5,-368.0,0.0,40.0,1.5,0.0,0.0,1.5,29.0,11.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,5260.0,-291.0,0.0,62.5,3.0,0.0,1.5,1.5,39.5,23.0
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,5039.0,-248.0,0.0,62.5,3.0,0.0,1.5,1.5,56.5,6.0
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4894.0,-158.0,0.0,45.0,1.5,0.0,0.0,1.5,23.5,21.5
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4776.5,-122.5,0.0,27.0,0.0,0.0,2.0,-2.0,55.5,-28.5
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4678.5,-104.0,0.0,29.0,0.5,0.0,2.0,-1.5,54.5,-25.5
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4605.0,-76.5,0.0,39.0,2.0,0.0,2.0,0.0,61.5,-22.5
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4559.0,-50.0,0.0,41.0,3.0,0.0,0.0,3.0,24.0,17.0
True,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4510.0,-50.5,0.0,31.5,1.5,0.0,1.5,0.0,50.0,-18.5
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4456.5,-58.5,0.0,26.0,0.0,0.0,0.0,0.0,14.0,12.0
True,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4410.0,-54.0,0.0,21.5,0.0,0.0,1.5,-1.5,42.5,-21.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4361.0,-54.0,0.0,23.5,0.5,0.0,1.5,-1.0,47.0,-23.5
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4306.0,-58.5,0.0,44.0,2.0,0.0,1.5,0.5,29.5,14.5
True,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4264.5,-44.5,0.0,47.0,2.0,0.0,1.5,0.5,42.0,5.0
False,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4224.5,-42.5,0.0,30.5,0.5,0.0,3.0,-2.5,66.5,-36.0
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4184.0,-44.0,0.0,27.5,0.0,0.0,0.0,0.0,20.5,7.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4155.0,-34.5,0.0,29.0,0.0,0.0,0.5,-0.5,40.0,-11.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4135.5,-24.5,0.0,38.5,0.5,0.0,1.0,-0.5,32.5,6.0
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4116.0,-22.0,0.0,38.0,0.5,0.0,0.0,0.5,22.5,15.5
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4094.5,-16.0,0.0,26.5,0.0,0.0,1.5,-1.5,38.5,-12.0
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4082.0,-8.0,0.0,43.5,1.5,0.0,1.5,0.0,36.5,7.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4074.0,-9.5,0.0,49.0,3.0,0.0,1.5,1.5,41.5,7.5
False,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4060.5,-10.5,0.0,30.0,1.5,0.0,1.5,0.0,36.0,-6.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4052.0,-11.0,0.0,21.0,0.0,0.0,0.0,0.0,19.0,2.0
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4047.0,-8.0,0.0,13.5,0.0,0.0,0.0,0.0,18.5,-5.0
False,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4042.0,-5.0,0.0,13.0,0.0,0.0,1.5,-1.5,33.5,-20.5
False,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4039.0,-5.0,0.0,36.0,0.5,0.0,1.5,-1.0,56.5,-20.5
True,False,False,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4036.0,-5.0,0.0,40.0,0.5,0.0,3.0,-2.5,55.5,-15.5
False,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4033.5,-6.0,0.0,29.0,0.5,0.0,0.0,0.5,21.5,7.5
True,False,True,False,False,False,True,49.0,-1.0,False,0.0,0.0,0.0,4026.5,-7.0,0.0,33.0,1.0,0.0,3.0,-2.0,58.0,-25.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,10804.0,0.0,0.0,9.0,0.0,0.0,1.5,-1.5,24.0,-15.0
False,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21721.5,-2212.0,0.0,30.5,1.5,0.0,3.0,-1.5,77.0,-46.5
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21630.0,-3596.5,0.0,34.5,1.5,0.0,1.5,0.0,43.0,-8.5
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21581.5,-2256.0,0.0,28.0,0.5,0.0,1.5,-1.0,46.5,-18.5
True,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21755.5,-1562.0,0.0,32.0,1.0,0.0,0.0,1.0,25.5,6.5
False,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21816.0,-1045.5,0.0,30.5,0.5,0.0,3.0,-2.5,85.5,-55.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21700.0,-684.0,0.0,23.0,0.0,0.0,2.0,-2.0,54.0,-31.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21407.5,-547.0,0.0,40.0,1.5,0.0,0.0,1.5,29.0,11.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,21092.5,-476.5,0.0,62.5,3.0,0.0,1.5,1.5,39.5,23.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,20805.0,-386.5,0.0,62.5,3.0,0.0,1.5,1.5,56.5,6.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,20588.5,-253.5,0.0,45.0,1.5,0.0,0.0,1.5,23.5,21.5
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,20390.0,-215.0,0.0,27.0,0.0,0.0,2.0,-2.0,55.5,-28.5
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,20236.5,-166.0,0.0,29.0,0.5,0.0,2.0,-1.5,54.5,-25.5
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,20131.5,-121.0,0.0,39.0,2.0,0.0,2.0,0.0,61.5,-22.5
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,20045.5,-92.5,0.0,41.0,3.0,0.0,0.0,3.0,24.0,17.0
True,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19955.0,-99.0,0.0,31.5,1.5,0.0,1.5,0.0,50.0,-18.5
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19854.5,-118.5,0.0,26.0,0.0,0.0,0.0,0.0,14.0,12.0
True,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19748.5,-131.0,0.0,21.5,0.0,0.0,1.5,-1.5,42.5,-21.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19641.0,-131.0,0.0,23.5,0.5,0.0,1.5,-1.0,47.0,-23.5
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19540.0,-117.5,0.0,44.0,2.0,0.0,1.5,0.5,29.5,14.5
True,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19450.0,-102.0,0.0,47.0,2.0,0.0,1.5,0.5,42.0,5.0
False,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19431.0,-115.5,0.0,30.5,0.5,0.0,3.0,-2.5,66.5,-36.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19407.5,-122.5,0.0,27.5,0.0,0.0,0.0,0.0,20.5,7.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19325.5,-98.5,0.0,29.0,0.0,0.0,0.5,-0.5,40.0,-11.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19276.5,-66.0,0.0,38.5,0.5,0.0,1.0,-0.5,32.5,6.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19218.5,-69.0,0.0,38.0,0.5,0.0,0.0,0.5,22.5,15.5
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19141.5,-58.5,0.0,26.5,0.0,0.0,1.5,-1.5,38.5,-12.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19091.0,-32.5,0.0,43.5,1.5,0.0,1.5,0.0,36.5,7.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19066.5,-34.0,0.0,49.0,3.0,0.0,1.5,1.5,41.5,7.5
False,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19031.5,-36.5,0.0,30.0,1.5,0.0,1.5,0.0,36.0,-6.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,19008.0,-38.0,0.0,21.0,0.0,0.0,0.0,0.0,19.0,2.0
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,18992.5,-30.5,0.0,13.5,0.0,0.0,0.0,0.0,18.5,-5.0
False,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,18977.0,-23.0,0.0,13.0,0.0,0.0,1.5,-1.5,33.5,-20.5
False,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,18977.5,-16.5,0.0,36.0,0.5,0.0,1.5,-1.0,56.5,-20.5
True,False,False,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,18978.0,-10.0,0.0,40.0,0.5,0.0,3.0,-2.5,55.5,-15.5
False,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,18970.5,-15.5,0.0,29.0,0.5,0.0,0.0,0.5,21.5,7.5
True,False,True,False,False,False,True,45.0,0.0,False,0.0,0.0,0.0,18956.0,-23.5,0.0,33.0,1.0,0.0,3.0,-2.0,58.0,-25.0
False,False,False,False,False,False,True,55.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,True,55.0,0.0,False,0.0,0.0,0.0,2702.0,0.0,0.0,9.0,0.0,0.0,1.5,-1.5,24.0,-15.0
False,False,True,False,False,False,True,55.0,0.0,False,0.5,0.0,1.722290978903084,6057.0,-307.5,0.011627906976744186,30.5,1.5,0.25,3.0,-1.5,77.0,-46.5
True,False,False,False,False,False,True,55.0,0.0,False,8.0,0.0,2.7669132625542887,6693.5,-615.0,0.030858676207513418,34.5,1.5,4.266666666666667,1.5,0.0,43.0,-8.5
False,False,False,False,False,False,True,54.0,-1.0,False,15.5,8.5,1.851806014064611,6645.0,-508.5,0.035897435897435895,28.0,0.5,1.0010416666666666,1.5,-1.0,46.5,-18.5
True,False,True,False,False,False,True,54.0,-1.0,False,15.0,26.0,-1.1409968135736372,6492.5,-408.5,0.016666666666666666,32.0,1.0,0.46875,0.0,1.0,25.5,6.5
False,False,True,False,False,False,True,54.0,-1.0,False,12.5,19.5,0.18126728143275528,6304.0,-331.5,0.018518518518518517,30.5,0.5,0.5681818181818182,3.0,-2.5,85.5,-55.0
True,False,False,False,False,False,True,54.0,-1.0,True,41.5,4.0,1.0374251112894526,6155.5,-250.0,0.07115009746588694,23.0,0.0,2.462752525252525,2.0,-2.0,54.0,-31.0
False,False,False,False,False,False,True,54.0,-1.0,False,38.0,2.0,1.6517925721162654,6108.5,-140.0,0.06082830025884383,40.0,1.5,5.277777777777778,0.0,1.5,29.0,11.0
True,False,False,False,False,False,True,53.0,-2.0,True,39.0,11.0,5.366886378657598,6112.5,-97.0,0.023821721311475412,62.5,3.0,5.402027027027027,1.5,1.5,39.5,23.0
False,False,False,False,False,False,True,53.0,-2.0,False,37.0,11.0,2.94105058136702,6234.5,20.5,0.015625,62.5,3.0,0.5,1.5,1.5,56.5,6.0
False,False,False,False,False,False,True,53.0,-2.0,False,0.0,0.0,0.6215646331885649,6292.0,-3.0,0.0,45.0,1.5,0.0,0.0,1.5,23.5,21.5
True,False,False,False,False,False,True,53.0,-2.0,False,0.0,0.0,0.0,6153.5,-174.5,0.0,27.0,0.0,0.0,2.0,-2.0,55.5,-28.5
False,False,False,False,False,False,True,53.0,-2.0,False,0.5,1.0,4.018678950773863,6022.0,-175.0,0.015151515151515152,29.0,0.5,0.25,2.0,-1.5,54.5,-25.5
True,False,False,False,False,False,True,53.0,-2.0,False,0.5,1.0,2.437451995186144,5954.5,-108.5,0.015151515151515152,39.0,2.0,0.25,2.0,0.0,61.5,-22.5
False,False,False,False,False,False,True,53.0,-2.0,False,0.0,0.0,0.5438690540399943,5966.0,-21.5,0.0,41.0,3.0,0.0,0.0,3.0,24.0,17.0
True,False,True,False,False,False,True,53.0,-2.0,False,13.5,5.0,-1.722290978903084,5927.0,-61.0,0.019230769230769232,31.5,1.5,0.25,1.5,0.0,50.0,-18.5
False,False,False,False,False,False,True,53.0,-2.0,False,17.0,5.0,0.6776686952518793,5919.0,-54.5,0.038461538461538464,26.0,0.0,1.529100529100529,0.0,0.0,14.0,12.0
True,False,True,False,False,False,True,53.0,-2.0,True,38.0,6.5,3.6820205110439663,5936.0,-37.5,0.07805429864253394,21.5,0.0,3.265010351966873,1.5,-1.5,42.5,-21.0
True,False,False,False,False,False,True,53.0,-2.0,True,77.0,21.0,23.21571261666909,5943.0,-36.5,0.20882352941176469,23.5,0.5,5.192412617220802,1.5,-1.0,47.0,-23.5
False,False,False,False,False,False,True,53.0,-2.0,True,87.5,43.0,32.79145048834266,8373.0,2072.0,0.22758620689655173,44.0,2.0,9.007352941176471,1.5,0.5,29.5,14.5
True,False,True,False,False,False,True,53.0,-2.0,True,90.0,37.5,18.158370934350266,17922.5,8940.5,0.1053639846743295,47.0,2.0,5.5,1.5,0.5,42.0,5.0
False,False,True,False,False,False,True,53.0,-2.0,True,90.0,20.5,6.4531852372568945,26384.5,8105.0,0.06777777777777777,30.5,0.5,2.0,3.0,-2.5,66.5,-36.0
False,False,False,False,False,False,True,53.0,-2.0,True,90.0,17.0,4.381280723381102,30163.0,3461.5,0.07333333333333333,27.5,0.0,2.0,0.0,0.0,20.5,7.0
True,False,False,False,False,False,True,53.0,-2.0,True,80.5,20.5,4.270511848735165,35907.0,5010.0,0.06904761904761905,29.0,0.0,2.028247261345853,0.5,-0.5,40.0,-11.0
True,False,False,False,False,False,True,53.0,-2.0,True,80.5,37.5,4.077695579148571,37224.0,1093.0,0.05612244897959183,38.5,0.5,2.028247261345853,1.0,-0.5,32.5,6.0
False,False,False,False,False,False,True,53.0,-2.0,True,77.5,24.5,6.870484964838474,33950.5,-3248.5,0.05744520030234315,38.0,0.5,2.0534188034188037,0.0,0.5,22.5,15.5
True,False,False,False,False,False,True,53.0,-2.0,False,44.0,6.0,5.1669401464509805,28434.5,-3025.0,0.05626780626780627,26.5,0.0,1.6334448160535118,1.5,-1.5,38.5,-12.0
False,False,False,False,False,False,True,53.0,-2.0,False,11.5,4.0,1.7438824959883403,24208.0,-1550.0,0.019230769230769232,43.5,1.5,0.25,1.5,0.0,36.5,7.0
True,False,False,False,False,False,True,53.0,-2.0,False,0.5,0.0,1.9553777163487958,23168.5,-1107.0,0.013513513513513514,49.0,3.0,0.25,1.5,1.5,41.5,7.5
False,False,True,False,False,False,True,53.0,-2.0,False,8.5,3.5,2.7669132625542887,21369.0,-1146.5,0.03525264394829612,30.0,1.5,4.515625,1.5,0.0,36.0,-6.0
True,False,False,False,False,False,True,53.0,-2.0,False,8.0,3.5,1.2777090210969164,20603.0,-217.0,0.021739130434782608,21.0,0.0,0.25,0.0,0.0,19.0,2.0
True,False,False,False,False,False,True,53.0,-2.0,True,45.0,7.5,5.399959674154964,20048.0,-76.0,0.125,13.5,0.0,0.5,0.0,0.0,18.5,-5.0
False,False,False,False,False,False,True,53.0,-2.0,False,45.0,7.5,3.133866850953614,19493.0,65.0,0.125,13.0,0.0,0.5,1.5,-1.5,33.5,-20.5
False,False,True,False,False,False,True,53.0,-2.0,False,0.0,0.0,0.6992602123371355,19142.0,-327.0,0.0,36.0,0.5,0.0,1.5,-1.0,56.5,-20.5
True,False,False,False,False,False,True,53.0,-2.0,True,45.0,1.0,2.2963879718707787,18791.0,-719.0,0.038461538461538464,40.0,0.5,0.5,3.0,-2.5,55.5,-15.5
False,False,True,False,False,False,True,53.0,-2.0,False,45.0,1.0,1.3928297115349395,18606.5,-564.5,0.038461538461538464,29.0,0.5,0.5,0.0,0.5,21.5,7.5
True,False,True,False,False,False,True,53.0,-2.0,False,0.0,0.0,0.31078231659428246,18151.0,-479.0,0.0,33.0,1.0,0.0,3.0,-2.0,58.0,-25.0
False,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,False,True,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,2283.0,0.0,0.0,9.0,0.0,0.0,1.5,-1.5,24.0,-15.0
False,False,True,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,4290.5,-351.5,0.0,30.5,1.5,0.0,3.0,-1.5,77.0,-46.5
True,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,3740.0,-651.0,0.0,34.5,1.5,0.0,1.5,0.0,43.0,-8.5
False,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,3270.0,-527.0,0.0,28.0,0.5,0.0,1.5,-1.0,46.5,-18.5
True,False,True,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,2963.5,-375.0,0.0,32.0,1.0,0.0,0.0,1.0,25.5,6.5
False,False,True,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,2821.0,-212.0,0.0,30.5,0.5,0.0,3.0,-2.5,85.5,-55.0
True,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,2806.5,-74.0,0.0,23.0,0.0,0.0,2.0,-2.0,54.0,-31.0
False,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,2843.5,-12.0,0.0,40.0,1.5,0.0,0.0,1.5,29.0,11.0
True,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,2839.5,-62.0,0.0,62.5,3.0,0.0,1.5,1.5,39.5,23.0
False,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,0.0,2843.5,-62.5,0.0,62.5,3.0,0.0,1.5,1.5,56.5,6.0
False,False,False,False,False,False,True,50.0,0.0,False,6.5,0.0,0.5740969929676947,2888.0,-28.0,0.017241379310344827,45.0,1.5,0.25,0.0,1.5,23.5,21.5
True,False,False,False,False,False,True,50.0,0.0,False,20.0,0.0,0.9223044208514295,2956.5,-11.5,0.037241379310344824,27.0,0.0,1.1396011396011396,2.0,-2.0,55.5,-28.5
False,False,False,False,False,False,True,50.0,0.0,False,17.5,0.0,2.1481939859353893,3099.0,61.0,0.035151515151515156,29.0,0.5,1.417824074074074,2.0,-1.5,54.5,-25.5
True,False,False,False,False,False,True,50.0,0.0,True,43.0,31.5,17.197033665895226,3302.0,128.5,0.09292929292929293,39.0,2.0,4.61698717948718,2.0,0.0,61.5,-22.5
False,False,False,False,False,False,True,50.0,0.0,False,66.5,44.0,23.187125556447263,5767.0,2178.0,0.15885885885885886,41.0,3.0,6.6112470862470865,0.0,3.0,24.0,17.0
True,False,True,False,False,False,True,50.0,0.0,True,58.5,12.5,11.332441043421268,13953.0,7491.5,0.11954261954261955,31.5,1.5,4.134457478005865,1.5,0.0,50.0,-18.5
False,False,False,False,False,False,True,50.0,0.0,False,46.0,0.0,1.3352191902492043,20818.5,6563.5,0.038461538461538464,26.0,0.0,0.7419354838709677,0.0,0.0,14.0,12.0
True,False,True,False,False,False,True,50.0,0.0,True,54.5,14.5,0.03307329549736615,20433.0,-193.0,0.058823529411764705,21.5,0.0,0.689873417721519,1.5,-1.5,42.5,-21.0
True,False,False,False,False,False,True,50.0,0.0,False,45.0,16.5,1.341010255521983,19176.5,-1418.0,0.07549019607843137,23.5,0.5,2.6150747986191023,1.5,-1.0,47.0,-23.5
False,False,False,False,False,False,True,50.0,0.0,True,42.0,43.0,-0.9481805439870437,19637.5,95.0,0.0339080459770115,44.0,2.0,2.484433374844334,1.5,0.5,29.5,14.5
True,False,True,False,False,False,True,50.0,0.0,False,40.5,50.0,-0.8892311253540635,20230.5,377.5,0.031130268199233715,47.0,2.0,3.086044520547945,1.5,0.5,42.0,5.0
False,False,True,False,False,False,True,50.0,0.0,False,16.0,15.5,-0.23308673744571184,19591.5,-794.5,0.033888888888888885,30.5,0.5,1.3333333333333333,3.0,-2.5,66.5,-36.0
False,False,False,False,False,False,True,50.0,0.0,False,27.0,7.5,0.5740969929676947,17862.0,-1871.5,0.03666666666666667,27.5,0.0,1.0125,0.0,0.0,20.5,7.0
True,False,False,False,False,False,True,50.0,0.0,False,21.5,6.0,3.792789385689903,16813.0,-1190.5,0.034523809523809526,29.0,0.0,1.1852564102564103,0.5,-0.5,40.0,-11.0
True,False,False,False,False,False,True,50.0,0.0,False,15.5,17.5,1.5928431534832854,16078.0,-815.5,0.028061224489795915,38.5,0.5,1.0267094017094016,1.0,-0.5,32.5,6.0
False,False,False,False,False,False,True,50.0,0.0,False,9.0,12.5,0.11796604700768881,15192.0,-948.5,0.01020408163265306,38.0,0.5,0.25,0.0,0.5,22.5,15.5
True,False,False,False,False,False,True,50.0,0.0,False,0.0,0.0,-0.07769557914857061,13115.0,-920.5,0.0,26.5,0.0,0.0,1.5,-1.5,38.5,-12.0
False,False,False,False,False,False,True,50.0,0.0,False,16.5,25.0,13.778327831224672,11432.5,-491.0,0.03278688524590164,43.5,1.5,1.0,1.5,0.0,36.5,7.0
True,False,False,False,False,False,True,50.0,0.0,False,16.5,25.0,8.356978269209637,12150.0,610.0,0.03278688524590164,49.0,3.0,1.0,1.5,1.5,41.5,7.5
False,False,True,False,False,False,True,50.0,0.0,False,0.0,0.0,1.8646938995656948,12044.5,343.0,0.0,30.0,1.5,0.0,1.5,0.0,36.0,-6.0
True,False,False,False,False,False,True,50.0,0.0,True,34.5,2.0,0.5740969929676947,11214.0,-621.0,0.05263157894736842,21.0,0.0,0.5,0.0,0.0,19.0,2.0
True,False,False,False,False,False,True,50.0,0.0,False,63.0,4.0,-0.7999865580516545,11637.5,40.5,0.05263157894736842,13.5,0.0,0.9130434782608696,0.0,0.0,18.5,-5.0
False,False,False,False,False,False,True,50.0,0.0,False,46.5,14.0,-4.637398227392762,12061.0,702.0,0.027777777777777776,13.0,0.0,0.6458333333333333,1.5,-1.5,33.5,-20.5
False,False,True,False,False,False,True,50.0,0.0,False,18.0,12.0,-2.592843153483285,11856.0,133.5,0.027777777777777776,36.0,0.5,0.25,1.5,-1.0,56.5,-20.5
True,False,False,False,False,False,True,50.0,0.0,True,31.5,2.0,-1.1179660470076889,11651.0,-435.0,0.019230769230769232,40.0,0.5,0.25,3.0,-2.5,55.5,-15.5
False,False,True,False,False,False,True,50.0,0.0,False,54.0,2.0,-3.792789385689903,11599.5,-289.0,0.019230769230769232,29.0,0.5,0.42857142857142855,0.0,0.5,21.5,7.5
True,False,True,False,False,False,True,50.0,0.0,False,28.5,2.0,-1.5928431534832854,11397.0,-226.5,0.014705882352941176,33.0,1.0,1.1875,3.0,-2.0,58.0,-25.0
False,False,False,True,False,False,False,50.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,False,False,True,False,False,False,50.0,0.0,False,0.0,0.0,0.0,3114.5,0.0,0.0,26.5,0.5,0.0,1.5,-1.0,34.5,-8.0
False,False,False,True,False,False,False,50.0,0.0,False,0.0,0.0,0.0,6610.5,-221.5,0.0,41.0,0.5,0.0,0.0,0.5,27.0,14.0
True,False,True,True,False,False,False,50.0,0.0,False,0.0,0.0,0.0,6969.0,-475.5,0.0,29.5,0.0,0.0,0.0,0.0,25.0,4.5
False,False,False,True,False,False,False,50.0,0.0,False,0.0,0.0,0.0,6877.5,-473.5,0.0,28.0,0.0,0.0,2.0,-2.0,52.0,-24.0
True,False,False,True,False,False,False,49.0,-1.0,False,0.0,0.0,0.0,6769.5,-430.5,0.0,23.5,0.0,0.0,1.5,-1.5,36.0,-12.5
False,False,False,True,False,False,False,49.0,-1.0,False,0.0,0.0,0.0,6704.5,-339.0,0.0,51.5,1.5,0.0,0.0,1.5,18.5,33.0
True,False,False,True,False,False,False,49.0,-1.0,False,0.0,0.0,0.0,6610.5,-266.0,0.0,62.0,3.0,0.0,0.0,3.0,22.5,39.5
False,False,True,True,False,False,False,49.0,-1.0,False,0.0,0.0,0.0,6528.5,-206.5,0.0,38.5,2.0,0.0,2.0,0.0,57.5,-19.0
True,False,True,True,False,False,False,49.0,-1.0,False,0.0,0.0,0.0,6466.0,-193.0,0.0,24.5,0.5,0.0,2.0,-1.5,59.5,-35.0
False,False,False,True,False,False,False,48.0,-2.0,False,0.0,0.0,0.0,6390.0,-195.5,0.0,12.5,0.0,0.0,0.5,-0.5,26.5,-14.0
False,False,False,True,False,False,False,48.0,-2.0,False,0.0,0.0,0.0,6305.0,-151.0,0.0,19.0,0.0,0.0,2.0,-2.0,48.0,-29.0
True,False,False,True,False,False,False,48.0,-2.0,False,0.0,0.0,0.0,6225.0,-130.0,0.0,39.5,0.5,0.0,3.0,-2.5,46.0,-6.5
False,False,False,True,False,False,False,48.0,-2.0,False,0.0,0.0,0.0,6206.5,-86.5,0.0,39.0,0.5,0.0,0.5,0.0,37.0,2.0
